Genes	ENTREZ_ID	Genes
TMEM51	55092	TMEM51
MED9	55090	MED9
SLC38A4	55089	SLC38A4
CCDC186	55088	CCDC186
CXorf57	55086	CXorf57
SOBP	55084	SOBP
KIF26B	55083	KIF26B
ARGLU1	55082	ARGLU1
IFT57	55081	IFT57
TAPBPL	55080	TAPBPL
FEZF2	55079	FEZF2
TMEM45A	55076	TMEM45A
UACA	55075	UACA
OXR1	55074	OXR1
RNF31	55072	RNF31
C9orf40	55071	C9orf40
DET1	55070	DET1
TMEM248	55069	TMEM248
ENOX1	55068	ENOX1
PDPR	55066	PDPR
SLC52A1	55065	SLC52A1
SPATA6L	55064	SPATA6L
ZCWPW1	55063	ZCWPW1
WIPI1	55062	WIPI1
SUSD4	55061	SUSD4
ZWILCH	55055	ZWILCH
ATG16L1	55054	ATG16L1
MRPL20	55052	MRPL20
NRDE2	55051	NRDE2
VPS37C	55048	VPS37C
PLEKHB2	55041	PLEKHB2
EPN3	55040	EPN3
TRMT12	55039	TRMT12
CDCA4	55038	CDCA4
PTCD3	55037	PTCD3
CCDC40	55036	CCDC40
NOL8	55035	NOL8
MOCOS	55034	MOCOS
FKBP14	55033	FKBP14
SLC35A5	55032	SLC35A5
USP47	55031	USP47
FBXO34	55030	FBXO34
C17orf80	55028	C17orf80
HEATR3	55027	HEATR3
TMEM255A	55026	TMEM255A
BANK1	55024	BANK1
PHIP	55023	PHIP
PID1	55022	PID1
TTC38	55020	TTC38
C14orf119	55017	C14orf119
PRPF39	55015	PRPF39
STX17	55014	STX17
PPP2R3C	55012	PPP2R3C
PIH1D1	55011	PIH1D1
PARPBP	55010	PARPBP
C19orf24	55009	C19orf24
HERC6	55008	HERC6
FAM118A	55007	FAM118A
TRMT61B	55006	TRMT61B
RMND1	55005	RMND1
LAMTOR1	55004	LAMTOR1
PAK1IP1	55003	PAK1IP1
TMCO3	55002	TMCO3
TTC22	55001	TTC22
AURKAIP1	54998	AURKAIP1
TESC	54997	TESC
OXSM	54995	OXSM
GID8	54994	GID8
ZSCAN2	54993	ZSCAN2
C1orf159	54991	C1orf159
ZNF770	54989	ZNF770
ACSM5	54988	ACSM5
C1orf123	54987	C1orf123
ULK4	54986	ULK4
HCFC1R1	54985	HCFC1R1
CLN6	54982	CLN6
NMRK1	54981	NMRK1
C2orf42	54980	C2orf42
HRASLS2	54979	HRASLS2
SLC35F6	54978	SLC35F6
SLC25A38	54977	SLC25A38
C20orf27	54976	C20orf27
THG1L	54974	THG1L
TMEM132A	54972	TMEM132A
BANP	54971	BANP
TTC12	54970	TTC12
TMEM70	54968	TMEM70
CT55	54967	CT55
PIGX	54965	PIGX
C1orf56	54964	C1orf56
UCKL1	54963	UCKL1
TIPIN	54962	TIPIN
SSH3	54961	SSH3
GEMIN8	54960	GEMIN8
ODAM	54959	ODAM
TMEM160	54958	TMEM160
TXNL4B	54957	TXNL4B
PARP16	54956	PARP16
C1orf109	54955	C1orf109
FAM120C	54954	FAM120C
TRNAU1AP	54952	TRNAU1AP
COMMD8	54951	COMMD8
SDHAF2	54949	SDHAF2
MRPL16	54948	MRPL16
LPCAT2	54947	LPCAT2
SLC41A3	54946	SLC41A3
DNAJC28	54943	DNAJC28
FAM206A	54942	FAM206A
RNF125	54941	RNF125
OCIAD1	54940	OCIAD1
COMMD4	54939	COMMD4
SARS2	54938	SARS2
SOHLH2	54937	SOHLH2
ADPRHL2	54936	ADPRHL2
DUSP23	54935	DUSP23
KANSL2	54934	KANSL2
RHBDL2	54933	RHBDL2
EXD3	54932	EXD3
TRMT10C	54931	TRMT10C
HAUS4	54930	HAUS4
TMEM161A	54929	TMEM161A
IMPAD1	54928	IMPAD1
CHCHD3	54927	CHCHD3
UBE2R2	54926	UBE2R2
ZSCAN32	54925	ZSCAN32
LIME1	54923	LIME1
RASIP1	54922	RASIP1
CHTF8	54921	CHTF8
DUS2	54920	DUS2
DNAAF5	54919	DNAAF5
CMTM6	54918	CMTM6
TMEM260	54916	TMEM260
YTHDF1	54915	YTHDF1
FOCAD	54914	FOCAD
RPP25	54913	RPP25
SEMA4C	54910	SEMA4C
SPDL1	54908	SPDL1
FAM208B	54906	FAM208B
CYP2W1	54905	CYP2W1
MKS1	54903	MKS1
TTC19	54902	TTC19
CDKAL1	54901	CDKAL1
LAX1	54900	LAX1
PXK	54899	PXK
ELOVL2	54898	ELOVL2
CASZ1	54897	CASZ1
PQLC2	54896	PQLC2
RNF43	54894	RNF43
MTMR10	54893	MTMR10
NCAPG2	54892	NCAPG2
INO80D	54891	INO80D
ALKBH5	54890	ALKBH5
NSUN2	54888	NSUN2
UHRF1BP1	54887	UHRF1BP1
TBC1D8B	54885	TBC1D8B
RETSAT	54884	RETSAT
CWC25	54883	CWC25
ANKHD1	54882	ANKHD1
TEX10	54881	TEX10
BCOR	54880	BCOR
ST7L	54879	ST7L
DPP8	54878	DPP8
ZCCHC2	54877	ZCCHC2
DCAF16	54876	DCAF16
CNTLN	54875	CNTLN
FNBP1L	54874	FNBP1L
PALMD	54873	PALMD
PIGG	54872	PIGG
QRICH1	54870	QRICH1
EPS8L1	54869	EPS8L1
TMEM104	54868	TMEM104
TMEM214	54867	TMEM214
PPP1R14D	54866	PPP1R14D
GPATCH4	54865	GPATCH4
TOR4A	54863	TOR4A
CC2D1A	54862	CC2D1A
SNRK	54861	SNRK
MS4A12	54860	MS4A12
ELP6	54859	ELP6
PGPEP1	54858	PGPEP1
GDPD2	54857	GDPD2
GON4L	54856	GON4L
FAM46C	54855	FAM46C
FAM83E	54854	FAM83E
WDR55	54853	WDR55
PAQR5	54852	PAQR5
ANKRD49	54851	ANKRD49
FBXL12	54850	FBXL12
DEF8	54849	DEF8
ARHGEF38	54848	ARHGEF38
SIDT1	54847	SIDT1
ESRP1	54845	ESRP1
SYTL2	54843	SYTL2
MFSD6	54842	MFSD6
BIVM	54841	BIVM
APTX	54840	APTX
LRRC49	54839	LRRC49
WBP1L	54838	WBP1L
BSPRY	54836	BSPRY
GDAP2	54834	GDAP2
VPS13C	54832	VPS13C
BEST2	54831	BEST2
NUP62CL	54830	NUP62CL
ASPN	54829	ASPN
BCAS3	54828	BCAS3
NXPE4	54827	NXPE4
GIN1	54826	GIN1
CDHR2	54825	CDHR2
SWT1	54823	SWT1
TRPM7	54822	TRPM7
ERCC6L	54821	ERCC6L
NDE1	54820	NDE1
ZCCHC10	54819	ZCCHC10
ZNF280D	54816	ZNF280D
GATAD2A	54815	GATAD2A
QPCTL	54814	QPCTL
KLHL28	54813	KLHL28
AFTPH	54812	AFTPH
ZNF562	54811	ZNF562
GIPC2	54810	GIPC2
SAMD9	54809	SAMD9
DYM	54808	DYM
ZNF586	54807	ZNF586
AHI1	54806	AHI1
CNNM2	54805	CNNM2
TRIT1	54802	TRIT1
HAUS6	54801	HAUS6
KLHL24	54800	KLHL24
MBTD1	54799	MBTD1
DCHS2	54798	DCHS2
MED18	54797	MED18
BNC2	54796	BNC2
TRPM4	54795	TRPM4
KCTD9	54793	KCTD9
TET2	54790	TET2
DNAJB12	54788	DNAJB12
ALKBH4	54784	ALKBH4
NSMCE4A	54780	NSMCE4A
RNF111	54778	RNF111
CFAP46	54777	CFAP46
PPP1R12C	54776	PPP1R12C
DIRAS2	54769	DIRAS2
HYDIN	54768	HYDIN
BTG4	54766	BTG4
TRIM44	54765	TRIM44
ZRANB1	54764	ZRANB1
ROPN1	54763	ROPN1
GRAMD1C	54762	GRAMD1C
PCSK4	54760	PCSK4
KLHDC4	54758	KLHDC4
FAM20A	54757	FAM20A
IL17RD	54756	IL17RD
NUTM2F	54754	NUTM2F
ZNF853	54753	ZNF853
FNDC8	54752	FNDC8
FBLIM1	54751	FBLIM1
EPDR1	54749	EPDR1
LY6K	54742	LY6K
LEPROT	54741	LEPROT
XAF1	54739	XAF1
FEV	54738	FEV
MPHOSPH8	54737	MPHOSPH8
RAB39A	54734	RAB39A
SLC35F2	54733	SLC35F2
TMED9	54732	TMED9
NKX1-1	54729	NKX1-1
OTUD4	54726	OTUD4
SLC6A20	54716	SLC6A20
RBFOX1	54715	RBFOX1
CNGB3	54714	CNGB3
GPN2	54707	GPN2
PDP1	54704	PDP1
RRN3	54700	RRN3
MANSC1	54682	MANSC1
P4HTM	54681	P4HTM
ZNHIT6	54680	ZNHIT6
CROT	54677	CROT
GTPBP2	54676	GTPBP2
CRLS1	54675	CRLS1
LRRN3	54674	LRRN3
RSBN1	54665	RSBN1
TMEM106B	54664	TMEM106B
WDR74	54663	WDR74
TBC1D13	54662	TBC1D13
UGT1A3	54659	UGT1A3
UGT1A1	54658	UGT1A1
UGT1A4	54657	UGT1A4
MAP10	54627	MAP10
HES2	54626	HES2
PARP14	54625	PARP14
PAF1	54623	PAF1
ARL15	54622	ARL15
VSIG10	54621	VSIG10
FBXL19	54620	FBXL19
CCNJ	54619	CCNJ
INO80	54617	INO80
DDX56	54606	DDX56
NDFIP2	54602	NDFIP2
UGT1A9	54600	UGT1A9
L1TD1	54596	L1TD1
MXRA8	54587	MXRA8
EQTN	54586	EQTN
LZTFL1	54585	LZTFL1
GNB1L	54584	GNB1L
EGLN1	54583	EGLN1
UGT1A5	54579	UGT1A5
UGT1A6	54578	UGT1A6
UGT1A7	54577	UGT1A7
UGT1A8	54576	UGT1A8
UGT1A10	54575	UGT1A10
DLL4	54567	DLL4
EPB41L4B	54566	EPB41L4B
SPATA6	54558	SPATA6
SGTB	54557	SGTB
ING3	54556	ING3
DDX49	54555	DDX49
WDR5B	54554	WDR5B
GNL3L	54552	GNL3L
MAGEL2	54551	MAGEL2
NECAB2	54550	NECAB2
SDK2	54549	SDK2
RNF186	54546	RNF186
MTMR12	54545	MTMR12
CRCT1	54544	CRCT1
TOMM7	54543	TOMM7
RC3H2	54542	RC3H2
DDIT4	54541	DDIT4
FAM193B	54540	FAM193B
NDUFB11	54539	NDUFB11
ROBO4	54538	ROBO4
FAM35A	54537	FAM35A
EXOC6	54536	EXOC6
CCHCR1	54535	CCHCR1
MRPL50	54534	MRPL50
USP53	54532	USP53
MIER2	54531	MIER2
ASNSD1	54529	ASNSD1
ANKRD16	54522	ANKRD16
WDR44	54521	WDR44
CCDC93	54520	CCDC93
APBB1IP	54518	APBB1IP
PUS7	54517	PUS7
MTRF1L	54516	MTRF1L
DDX4	54514	DDX4
EXOSC4	54512	EXOSC4
HMGCLL1	54511	HMGCLL1
PCDH18	54510	PCDH18
RHOF	54509	RHOF
ADAMTSL4	54507	ADAMTSL4
DHX29	54505	DHX29
CPVL	54504	CPVL
ZDHHC13	54503	ZDHHC13
RBM47	54502	RBM47
TMCO1	54499	TMCO1
SMOX	54498	SMOX
HEATR5B	54497	HEATR5B
PRMT7	54496	PRMT7
TMX3	54495	TMX3
C11orf71	54494	C11orf71
NEURL1B	54492	NEURL1B
UGT2B28	54490	UGT2B28
DGCR8	54487	DGCR8
TRMT13	54482	TRMT13
CHPF2	54480	CHPF2
PLEKHA5	54477	PLEKHA5
RNF216	54476	RNF216
NLE1	54475	NLE1
KRT20	54474	KRT20
TOLLIP	54472	TOLLIP
MIEF1	54471	MIEF1
ARMCX6	54470	ARMCX6
ZFAND6	54469	ZFAND6
MIOS	54468	MIOS
ANKIB1	54467	ANKIB1
SPIN2A	54466	SPIN2A
ETAA1	54465	ETAA1
XRN1	54464	XRN1
CCSER2	54462	CCSER2
FBXW5	54461	FBXW5
MRPS21	54460	MRPS21
PRR13	54458	PRR13
TAF7L	54457	TAF7L
MOV10L1	54456	MOV10L1
FBXO42	54455	FBXO42
ATAD2B	54454	ATAD2B
RIN2	54453	RIN2
ANLN	54443	ANLN
KCTD5	54442	KCTD5
SASH3	54440	SASH3
RBM27	54439	RBM27
GFOD1	54438	GFOD1
SEMA5B	54437	SEMA5B
SH3TC1	54436	SH3TC1
SSH1	54434	SSH1
GAR1	54433	GAR1
YIPF1	54432	YIPF1
DNAJC10	54431	DNAJC10
TAS2R5	54429	TAS2R5
SIAE	54414	SIAE
NLGN3	54413	NLGN3
SLC38A2	54407	SLC38A2
TERF2IP	54386	TERF2IP
HAO1	54363	HAO1
WNT4	54361	WNT4
CYTL1	54360	CYTL1
UNC93A	54346	UNC93A
SOX18	54345	SOX18
DPM3	54344	DPM3
GDAP1	54332	GDAP1
GNG2	54331	GNG2
GPR85	54329	GPR85
GPR173	54328	GPR173
SNTG2	54221	SNTG2
SNTG1	54212	SNTG1
TREM1	54210	TREM1
TREM2	54209	TREM2
KCNK10	54207	KCNK10
ERRFI1	54206	ERRFI1
CYCS	54205	CYCS
NANS	54187	NANS
DCUN1D1	54165	DCUN1D1
C21orf91	54149	C21orf91
MRPL39	54148	MRPL39
H2BFS	54145	H2BFS
GPR88	54112	GPR88
CHRAC1	54108	CHRAC1
POLE3	54107	POLE3
TLR9	54106	TLR9
GSAP	54103	GSAP
CLIC6	54102	CLIC6
RIPK4	54101	RIPK4
FAM3B	54097	FAM3B
SETD4	54093	SETD4
TSPEAR	54084	TSPEAR
MIS18A	54069	MIS18A
YBEY	54059	YBEY
C21orf58	54058	C21orf58
PCBP3	54039	PCBP3
RBM11	54033	RBM11
SLC37A1	54020	SLC37A1
BRWD1	54014	BRWD1
CPSF2	53981	CPSF2
A4GALT	53947	A4GALT
CSNK1G1	53944	CSNK1G1
CNTN5	53942	CNTN5
FTHL17	53940	FTHL17
PPIL3	53938	PPIL3
SLCO1C1	53919	SLCO1C1
PELO	53918	PELO
RAB24	53917	RAB24
RAB4B	53916	RAB4B
DUOX1	53905	DUOX1
MYO3A	53904	MYO3A
CLDN22	53842	CLDN22
CDHR5	53841	CDHR5
TRIM34	53840	TRIM34
C11orf24	53838	C11orf24
GPR87	53836	GPR87
FGFRL1	53834	FGFRL1
IL20RB	53833	IL20RB
IL20RA	53832	IL20RA
GPR84	53831	GPR84
P2RY13	53829	P2RY13
FXYD4	53828	FXYD4
FXYD5	53827	FXYD5
FXYD6	53826	FXYD6
FXYD7	53822	FXYD7
RIPPLY3	53820	RIPPLY3
S1PR5	53637	S1PR5
PTOV1	53635	PTOV1
PRKAG3	53632	PRKAG3
BCO1	53630	BCO1
ADAM22	53616	ADAM22
MBD3	53615	MBD3
STX18	53407	STX18
CLIC5	53405	CLIC5
TPCN1	53373	TPCN1
NUP54	53371	NUP54
SHC3	53358	SHC3
PANK1	53354	PANK1
LRP1B	53353	LRP1B
ZFYVE1	53349	ZFYVE1
UBASH3A	53347	UBASH3A
TM6SF1	53346	TM6SF1
TM6SF2	53345	TM6SF2
CHIC1	53344	CHIC1
NUDT9	53343	NUDT9
IL17D	53342	IL17D
SPA17	53340	SPA17
BTBD1	53339	BTBD1
CPXCR1	53336	CPXCR1
BCL11A	53335	BCL11A
GALNT7	51809	GALNT7
PHAX	51808	PHAX
TUBA8	51807	TUBA8
CALML5	51806	CALML5
COQ3	51805	COQ3
SIX4	51804	SIX4
ASIC5	51802	ASIC5
KDM3B	51780	KDM3B
MYOZ2	51778	MYOZ2
RSF1	51773	RSF1
TM7SF3	51768	TM7SF3
STK26	51765	STK26
GNG13	51764	GNG13
INPP5K	51763	INPP5K
RAB8B	51762	RAB8B
ATP8A2	51761	ATP8A2
SYT17	51760	SYT17
C9orf78	51759	C9orf78
CDK12	51755	CDK12
TMEM8B	51754	TMEM8B
ERAP1	51752	ERAP1
HIGD1B	51751	HIGD1B
RTEL1	51750	RTEL1
LUC7L3	51747	LUC7L3
CD244	51744	CD244
ARID4B	51742	ARID4B
WWOX	51741	WWOX
GHRL	51738	GHRL
RAPGEF6	51735	RAPGEF6
MSRB1	51734	MSRB1
UPB1	51733	UPB1
WBP11	51729	WBP11
POLR3K	51728	POLR3K
CMPK1	51727	CMPK1
DNAJB11	51726	DNAJB11
FBXO40	51725	FBXO40
UIMC1	51720	UIMC1
CAB39	51719	CAB39
RAB23	51715	RAB23
ZNF44	51710	ZNF44
CYB5R1	51706	CYB5R1
EMCN	51705	EMCN
GPRC5B	51704	GPRC5B
ACSL5	51703	ACSL5
PADI3	51702	PADI3
NLK	51701	NLK
CYB5R2	51700	CYB5R2
VPS29	51699	VPS29
HECA	51696	HECA
TRAPPC2L	51693	TRAPPC2L
CPSF3	51692	CPSF3
LSM8	51691	LSM8
LSM7	51690	LSM7
OAZ3	51686	OAZ3
SUFU	51684	SUFU
MPP6	51678	MPP6
ASB2	51676	ASB2
TPPP3	51673	TPPP3
SARAF	51669	SARAF
HSPB11	51668	HSPB11
NUB1	51667	NUB1
ASB4	51666	ASB4
ASB1	51665	ASB1
ZFR	51663	ZFR
FKBP7	51661	FKBP7
MPC1	51660	MPC1
GINS2	51659	GINS2
STYXL1	51657	STYXL1
RASD1	51655	RASD1
CDK5RAP1	51654	CDK5RAP1
CHMP3	51652	CHMP3
PTRH2	51651	PTRH2
MRPS33	51650	MRPS33
MRPS23	51649	MRPS23
FAM96B	51647	FAM96B
YPEL5	51646	YPEL5
PPIL1	51645	PPIL1
TMBIM4	51643	TMBIM4
MRPL48	51642	MRPL48
DHRS7	51635	DHRS7
RBMX2	51634	RBMX2
OTUD6B	51633	OTUD6B
LUC7L2	51631	LUC7L2
SLC25A39	51629	SLC25A39
DYNC2LI1	51626	DYNC2LI1
CCZ1	51622	CCZ1
KLF13	51621	KLF13
UBE2D4	51619	UBE2D4
TAF9B	51616	TAF9B
ERGIC3	51614	ERGIC3
DPH5	51611	DPH5
GET4	51608	GET4
ATP6V1H	51606	ATP6V1H
TRMT6	51605	TRMT6
PIGT	51604	PIGT
METTL13	51603	METTL13
NOP58	51602	NOP58
LIPT1	51601	LIPT1
LSR	51599	LSR
CUTA	51596	CUTA
NBAS	51594	NBAS
SRRT	51593	SRRT
TRIM33	51592	TRIM33
PIAS4	51588	PIAS4
MED15	51586	MED15
PCF11	51585	PCF11
AZIN1	51582	AZIN1
ESF1	51575	ESF1
LARP7	51574	LARP7
GDE1	51573	GDE1
FAM49B	51571	FAM49B
UFM1	51569	UFM1
TDP2	51567	TDP2
ARMCX3	51566	ARMCX3
HDAC7	51564	HDAC7
MBIP	51562	MBIP
IL23A	51561	IL23A
RAB6B	51560	RAB6B
NT5DC3	51559	NT5DC3
LGSN	51557	LGSN
PEX5L	51555	PEX5L
ACKR4	51554	ACKR4
RAB14	51552	RAB14
CINP	51550	CINP
SIRT6	51548	SIRT6
SIRT7	51547	SIRT7
ZNF581	51545	ZNF581
VPS54	51542	VPS54
SCLY	51540	SCLY
ZCCHC17	51538	ZCCHC17
MTFP1	51537	MTFP1
PPHLN1	51535	PPHLN1
VTA1	51534	VTA1
PHF7	51533	PHF7
ZC3HC1	51530	ZC3HC1
ANAPC11	51529	ANAPC11
JKAMP	51528	JKAMP
GSKIP	51527	GSKIP
OSER1	51526	OSER1
TMEM138	51524	TMEM138
CXXC5	51523	CXXC5
TMEM14C	51522	TMEM14C
LARS	51520	LARS
NCKIPSD	51517	NCKIPSD
DTL	51514	DTL
ETV7	51513	ETV7
GTSE1	51512	GTSE1
CHMP5	51510	CHMP5
UFC1	51506	UFC1
TRMT112	51504	TRMT112
CWC15	51503	CWC15
TRIAP1	51499	TRIAP1
NELFCD	51497	NELFCD
CTDSPL2	51496	CTDSPL2
RTCB	51493	RTCB
NOP16	51491	NOP16
VCX3A	51481	VCX3A
VCX2	51480	VCX2
ANKFY1	51479	ANKFY1
HSD17B7	51478	HSD17B7
ISYNA1	51477	ISYNA1
CABP2	51475	CABP2
LIMA1	51474	LIMA1
DCDC2	51473	DCDC2
EVL	51466	EVL
UBE2J1	51465	UBE2J1
GPR89B	51463	GPR89B
SFMBT1	51460	SFMBT1
RHCG	51458	RHCG
REV1	51455	REV1
GULP1	51454	GULP1
LCMT1	51451	LCMT1
PRRX2	51450	PRRX2
PCYOX1	51449	PCYOX1
IP6K2	51447	IP6K2
RNF138	51444	RNF138
VGLL1	51442	VGLL1
YTHDF2	51441	YTHDF2
HPCAL4	51440	HPCAL4
FAM8A1	51439	FAM8A1
MAGEC2	51438	MAGEC2
SCARA3	51435	SCARA3
ANAPC7	51434	ANAPC7
ANAPC5	51433	ANAPC5
SUCO	51430	SUCO
SNX9	51429	SNX9
DDX41	51428	DDX41
ZNF107	51427	ZNF107
POLK	51426	POLK
PRKAG2	51422	PRKAG2
AMOTL2	51421	AMOTL2
ACTL6B	51412	ACTL6B
BIN2	51411	BIN2
HEMK1	51409	HEMK1
NOL7	51406	NOL7
PPME1	51400	PPME1
TRAPPC4	51399	TRAPPC4
WDR83OS	51398	WDR83OS
COMMD10	51397	COMMD10
TRPV2	51393	TRPV2
AIG1	51390	AIG1
RWDD1	51389	RWDD1
NIP7	51388	NIP7
EIF3L	51386	EIF3L
ZNF589	51385	ZNF589
WNT16	51384	WNT16
ATP6V1D	51382	ATP6V1D
CSAD	51380	CSAD
CRLF3	51379	CRLF3
ANGPT4	51378	ANGPT4
UCHL5	51377	UCHL5
SNX7	51375	SNX7
ATRAID	51374	ATRAID
MRPS17	51373	MRPS17
TMA7	51372	TMA7
POMP	51371	POMP
TEX264	51368	TEX264
POP5	51367	POP5
UBR5	51366	UBR5
PLA1A	51365	PLA1A
ZMYND10	51364	ZMYND10
CHST15	51363	CHST15
CDC40	51362	CDC40
HOOK1	51361	HOOK1
MBTPS2	51360	MBTPS2
ZNF117	51351	ZNF117
KRT76	51350	KRT76
KLRF1	51348	KLRF1
TAOK3	51347	TAOK3
FZR1	51343	FZR1
ZBTB7A	51341	ZBTB7A
CRNKL1	51340	CRNKL1
DACT1	51339	DACT1
MS4A4A	51338	MS4A4A
THEM6	51337	THEM6
NGRN	51335	NGRN
PRR16	51334	PRR16
ZNF771	51333	ZNF771
SPTBN5	51332	SPTBN5
TNFRSF12A	51330	TNFRSF12A
ARL6IP4	51329	ARL6IP4
AHSP	51327	AHSP
ARL17A	51326	ARL17A
SPG21	51324	SPG21
WAC	51322	WAC
AMZ2	51321	AMZ2
MEX3C	51320	MEX3C
RSRC1	51319	RSRC1
MRPL35	51318	MRPL35
PHF21A	51317	PHF21A
PLAC8	51316	PLAC8
KRCC1	51315	KRCC1
NME8	51314	NME8
FAM198B	51313	FAM198B
SLC25A37	51312	SLC25A37
TLR8	51311	TLR8
SLC22A17	51310	SLC22A17
ARMCX1	51309	ARMCX1
REEP2	51308	REEP2
FAM53C	51307	FAM53C
FAM13B	51306	FAM13B
KCNK9	51305	KCNK9
ZDHHC3	51304	ZDHHC3
FKBP11	51303	FKBP11
CYP39A1	51302	CYP39A1
GCNT4	51301	GCNT4
TIMMDC1	51300	TIMMDC1
NRN1	51299	NRN1
THEG	51298	THEG
BPIFA1	51297	BPIFA1
SLC15A3	51296	SLC15A3
ECSIT	51295	ECSIT
PCDH12	51294	PCDH12
CD320	51293	CD320
GMPR2	51292	GMPR2
GMIP	51291	GMIP
ERGIC2	51290	ERGIC2
RXFP3	51289	RXFP3
COA4	51287	COA4
CEND1	51286	CEND1
RASL12	51285	RASL12
TLR7	51284	TLR7
BFAR	51283	BFAR
SCAND1	51282	SCAND1
ANKMY1	51281	ANKMY1
GOLM1	51280	GOLM1
C1RL	51279	C1RL
IER5	51278	IER5
DNAJC27	51277	DNAJC27
ZNF571	51276	ZNF571
KLF3	51274	KLF3
BET1L	51272	BET1L
UBAP1	51271	UBAP1
TFDP3	51270	TFDP3
PIPOX	51268	PIPOX
CLEC1A	51267	CLEC1A
CLEC1B	51266	CLEC1B
CDKL3	51265	CDKL3
MRPL27	51264	MRPL27
MRPL30	51263	MRPL30
PBDC1	51260	PBDC1
TMEM216	51259	TMEM216
MRPL51	51258	MRPL51
TBC1D7	51256	TBC1D7
RNF181	51255	RNF181
MRPL37	51253	MRPL37
FAM178B	51252	FAM178B
NT5C3A	51251	NT5C3A
C6orf203	51250	C6orf203
TMEM69	51249	TMEM69
PDZD11	51248	PDZD11
PAIP2	51247	PAIP2
SHISA5	51246	SHISA5
CCDC174	51244	CCDC174
COX16	51241	COX16
ANKRD39	51239	ANKRD39
MZB1	51237	MZB1
HGH1	51236	HGH1
EMC4	51234	EMC4
DRICH1	51233	DRICH1
CRIM1	51232	CRIM1
VRK3	51231	VRK3
PHF20	51230	PHF20
GLTP	51228	GLTP
PIGP	51227	PIGP
COPZ2	51226	COPZ2
ABI3	51225	ABI3
ZNF219	51222	ZNF219
GLRX5	51218	GLRX5
LUZP4	51213	LUZP4
RAB9B	51209	RAB9B
CLDN18	51208	CLDN18
DUSP13	51207	DUSP13
GP6	51206	GP6
ACP6	51205	ACP6
TACO1	51204	TACO1
NUSAP1	51203	NUSAP1
DDX47	51202	DDX47
ZDHHC2	51201	ZDHHC2
CPA4	51200	CPA4
NIN	51199	NIN
PLCE1	51196	PLCE1
RAPGEFL1	51195	RAPGEFL1
IPO11	51194	IPO11
ZNF639	51193	ZNF639
CKLF	51192	CKLF
HERC5	51191	HERC5
SS18L2	51188	SS18L2
RSL24D1	51187	RSL24D1
CRBN	51185	CRBN
GPN3	51184	GPN3
HSPA14	51182	HSPA14
DCXR	51181	DCXR
HAO2	51179	HAO2
PLEKHO1	51177	PLEKHO1
LEF1	51176	LEF1
TUBE1	51175	TUBE1
TUBD1	51174	TUBD1
NAGPA	51172	NAGPA
HSD17B14	51171	HSD17B14
HSD17B11	51170	HSD17B11
MYO15A	51168	MYO15A
CYB5R4	51167	CYB5R4
AADAT	51166	AADAT
DCTN4	51164	DCTN4
DBR1	51163	DBR1
EGFL7	51162	EGFL7
C3orf18	51161	C3orf18
VPS28	51160	VPS28
ZNF580	51157	ZNF580
SERPINA10	51156	SERPINA10
MRTO4	51154	MRTO4
SLC45A2	51151	SLC45A2
SDF4	51150	SDF4
CERCAM	51148	CERCAM
ING4	51147	ING4
A4GNT	51146	A4GNT
HSD17B12	51144	HSD17B12
DYNC1LI1	51143	DYNC1LI1
CHCHD2	51142	CHCHD2
INSIG2	51141	INSIG2
COPS4	51138	COPS4
RNFT1	51136	RNFT1
IRAK4	51135	IRAK4
CEP83	51134	CEP83
KCTD3	51133	KCTD3
RLIM	51132	RLIM
PHF11	51131	PHF11
ANGPTL4	51129	ANGPTL4
SAR1B	51128	SAR1B
TRIM17	51127	TRIM17
NAA20	51126	NAA20
GOLGA7	51125	GOLGA7
IER3IP1	51124	IER3IP1
ZNF706	51123	ZNF706
COMMD2	51122	COMMD2
RPL26L1	51121	RPL26L1
SBDS	51119	SBDS
COQ4	51117	COQ4
MRPS2	51116	MRPS2
RMDN1	51115	RMDN1
ZDHHC9	51114	ZDHHC9
TRAPPC12	51112	TRAPPC12
LACTB2	51110	LACTB2
RDH11	51109	RDH11
METTL9	51108	METTL9
APH1A	51107	APH1A
TFB1M	51106	TFB1M
PHF20L1	51105	PHF20L1
ABHD17B	51104	ABHD17B
NDUFAF1	51103	NDUFAF1
MECR	51102	MECR
ZC2HC1A	51101	ZC2HC1A
SH3GLB1	51100	SH3GLB1
ABHD5	51099	ABHD5
IFT52	51098	IFT52
SCCPDH	51097	SCCPDH
UTP18	51096	UTP18
TRNT1	51095	TRNT1
ADIPOR1	51094	ADIPOR1
RRNAD1	51093	RRNAD1
SIDT2	51092	SIDT2
SEPSECS	51091	SEPSECS
PLLP	51090	PLLP
KLHL5	51088	KLHL5
YBX2	51087	YBX2
TNNI3K	51086	TNNI3K
MLXIPL	51085	MLXIPL
CRYL1	51084	CRYL1
GAL	51083	GAL
POLR1D	51082	POLR1D
MRPS7	51081	MRPS7
NDUFA13	51079	NDUFA13
THAP4	51078	THAP4
FCF1	51077	FCF1
CUTC	51076	CUTC
TMX2	51075	TMX2
APIP	51074	APIP
MRPL4	51073	MRPL4
MEMO1	51072	MEMO1
DERA	51071	DERA
NOSIP	51070	NOSIP
MRPL2	51069	MRPL2
NMD3	51068	NMD3
YARS2	51067	YARS2
SSUH2	51066	SSUH2
RPS27L	51065	RPS27L
